epoch,auc,loss
1,0.8976444614133231,0.5324103504419326
2,0.8960176623894025,0.4450139157474041
3,0.9188343486993908,0.4399698741734028
4,0.9007154595707243,0.4870208576321602
5,0.9277402433558539,0.36132069043815135
6,0.9071811556913066,0.30902157351374626
7,0.9218555468866719,0.35411466360092164
8,0.9453279328032402,0.2812205746769905
9,0.9274165435500739,0.31051437333226206
10,0.9419000348599791,0.19804432094097138
