iteration,loss
1,0.7143756151199341
2,0.6688969731330872
3,0.686447262763977
4,0.7426455020904541
5,0.5803863406181335
6,0.5521120429039001
7,0.5874550938606262
8,0.676524817943573
9,0.6601858139038086
10,0.5570124983787537
11,0.46609312295913696
12,0.5490837097167969
13,0.3643367886543274
14,0.7010810375213623
15,0.5494096279144287
16,0.38678279519081116
17,0.5116778016090393
18,0.40083569288253784
19,0.4459932744503021
20,0.43621572852134705
21,0.3976304233074188
22,0.4098658263683319
23,0.5062686204910278
24,0.31036409735679626
25,0.3878787159919739
26,0.5992593169212341
27,0.3712325692176819
28,0.6065988540649414
29,0.36653628945350647
30,0.4828536808490753
31,0.4759284555912018
32,0.39527443051338196
33,0.3784378468990326
34,0.33824700117111206
35,0.4939911365509033
36,0.333892822265625
37,0.3951643705368042
38,0.49180781841278076
39,0.41318005323410034
40,0.36888769268989563
41,0.4067768454551697
42,0.3714143633842468
43,0.5038663744926453
44,0.3949848413467407
45,0.5367259383201599
46,0.3126891255378723
47,0.38857534527778625
48,0.30168718099594116
49,0.3781081438064575
50,0.49426203966140747
51,0.42296260595321655
52,0.43343955278396606
53,0.36947786808013916
54,0.4456068277359009
55,0.33155086636543274
56,0.31920260190963745
57,0.3717750608921051
58,0.36963504552841187
59,0.3454652428627014
60,0.34988486766815186
61,0.4818113446235657
62,0.4215705394744873
63,0.38687291741371155
64,0.3178728520870209
65,0.40032824873924255
66,0.3921009302139282
67,0.41612178087234497
68,0.33439165353775024
69,0.32805293798446655
70,0.3100303113460541
71,0.3169213533401489
72,0.29215481877326965
73,0.308157354593277
74,0.30739787220954895
75,0.4161052107810974
76,0.5397473573684692
77,0.39433741569519043
78,0.2749810814857483
79,0.2904806435108185
80,0.30955690145492554
81,0.36004501581192017
82,0.2944748103618622
83,0.321052610874176
84,0.302896648645401
85,0.38063204288482666
86,0.359700083732605
87,0.2967706322669983
88,0.3058103322982788
89,0.36898741126060486
90,0.3269613981246948
91,0.4103865325450897
92,0.4598272144794464
93,0.2464383989572525
94,0.3081107437610626
95,0.32495054602622986
96,0.2374449372291565
97,0.40618035197257996
98,0.4567793011665344
99,0.4729401767253876
100,0.35474324226379395
101,0.3592422604560852
102,0.33982452750205994
103,0.3419933021068573
104,0.3366956412792206
105,0.31514614820480347
106,0.4151776134967804
107,0.3746810257434845
108,0.22174549102783203
109,0.3116535544395447
110,0.4532833695411682
111,0.36717578768730164
112,0.4095808267593384
113,0.24922838807106018
114,0.32256579399108887
115,0.33546182513237
116,0.31776028871536255
117,0.25843727588653564
118,0.25634104013442993
119,0.3527316153049469
120,0.17725618183612823
121,0.305222749710083
122,0.32060056924819946
123,0.3531263470649719
124,0.19140338897705078
125,0.22028081119060516
126,0.33780038356781006
127,0.20163004100322723
128,0.24857181310653687
129,0.5544701814651489
130,0.303367018699646
131,0.26805931329727173
132,0.24732521176338196
133,0.23594844341278076
134,0.2707388401031494
135,0.2210925966501236
136,0.3009524941444397
137,0.2582325339317322
138,0.19634225964546204
139,0.19988124072551727
140,0.2310495525598526
141,0.2685728073120117
142,0.18892927467823029
143,0.2509521543979645
144,0.27821049094200134
145,0.22113658487796783
146,0.42260923981666565
147,0.25561055541038513
148,0.29823189973831177
149,0.3392622768878937
150,0.3805851340293884
151,0.33399254083633423
152,0.22177612781524658
153,0.3198593258857727
154,0.195051372051239
155,0.3220981955528259
156,0.019224045798182487
157,0.24269011616706848
158,0.31142717599868774
159,0.2409023940563202
160,0.3140066862106323
161,0.2915850281715393
162,0.24754229187965393
163,0.17400982975959778
164,0.30926960706710815
165,0.45624253153800964
166,0.3719346523284912
167,0.21434572339057922
168,0.23436912894248962
169,0.4182990491390228
170,0.26547086238861084
171,0.36975789070129395
172,0.27790191769599915
173,0.20034566521644592
174,0.39082080125808716
175,0.24003079533576965
176,0.25159165263175964
177,0.40168026089668274
178,0.2923382520675659
179,0.22721390426158905
180,0.1296253353357315
181,0.29256564378738403
182,0.20825305581092834
183,0.37242454290390015
184,0.19460956752300262
185,0.3312195837497711
186,0.34590262174606323
187,0.16926610469818115
188,0.52077317237854
