epoch,auc,loss
1,0.8660795803522517,0.5365169405937195
2,0.9099367540379476,0.4796300776302814
3,0.9243289454026328,0.34676013365387914
4,0.9231171461297123,0.3980680122971535
5,0.9338988396606962,0.31768412739038465
6,0.9328281403031159,0.34843948632478716
7,0.933790939725436,0.3093958295881748
8,0.9478262313042614,0.27810527831315995
9,0.9268604438837336,0.2583368103951216
10,0.9319981408011154,0.2651408325880766
