iteration,loss
1,0.9055953025817871
2,0.6738889217376709
3,0.7061297297477722
4,0.8317902088165283
5,0.606403648853302
6,0.5983420014381409
7,0.6432280540466309
8,0.8415907025337219
9,0.7157434821128845
10,0.5603964328765869
11,0.463133305311203
12,0.5691243410110474
13,0.5839340686798096
14,0.6413711309432983
15,0.5519300103187561
16,0.4146426320075989
17,0.5781486630439758
18,0.45655733346939087
19,0.48781293630599976
20,0.5474171042442322
21,0.4222070574760437
22,0.5759425759315491
23,0.5142434239387512
24,0.38365450501441956
25,0.5067546367645264
26,0.6624007821083069
27,0.5131332278251648
28,0.597802996635437
29,0.4157760739326477
30,0.5007658004760742
31,0.660296618938446
32,0.45698022842407227
33,0.5020875334739685
34,0.5173448920249939
35,0.3329959511756897
36,0.41927891969680786
37,0.47746899724006653
38,0.5763515830039978
39,0.5297623872756958
40,0.3349802494049072
41,0.5621054768562317
42,0.4629594683647156
43,0.4392096996307373
44,0.4259086847305298
45,0.4571141302585602
46,0.3399052917957306
47,0.5937891006469727
48,0.40564095973968506
49,0.4680829644203186
50,0.482156366109848
51,0.5571093559265137
52,0.42730605602264404
53,0.4664478898048401
54,0.6807631254196167
55,0.41050422191619873
56,0.3903471529483795
57,0.3367008864879608
58,0.43791264295578003
59,0.30087149143218994
60,0.34276655316352844
61,0.4860842823982239
62,0.4065742492675781
63,0.5787047743797302
64,0.43788695335388184
65,0.33030378818511963
66,0.3915129601955414
67,0.48577237129211426
68,0.38505467772483826
69,0.4521118402481079
70,0.4136853814125061
71,0.3635355830192566
72,0.2766268849372864
73,0.3871181905269623
74,0.3897380828857422
75,0.5958082675933838
76,0.4990437626838684
77,0.3753584921360016
78,1.5030635595321655
79,0.33779528737068176
80,0.3253827691078186
81,0.279964417219162
82,0.30965936183929443
83,0.39443427324295044
84,0.34841251373291016
85,0.37561309337615967
86,0.29379013180732727
87,0.32893601059913635
88,0.41424915194511414
89,0.48441755771636963
90,0.45354175567626953
91,0.3992336094379425
92,0.45445460081100464
93,0.2739887535572052
94,0.36167430877685547
95,0.3146807551383972
96,0.3362148702144623
97,0.5258837342262268
98,0.4832635819911957
99,0.4903843104839325
100,0.3152739703655243
101,0.3791000247001648
102,0.3453570008277893
103,0.4541631042957306
104,0.3596231937408447
105,0.38247430324554443
106,0.3946607708930969
107,0.44625985622406006
108,0.2522476315498352
109,0.4078274071216583
110,0.3963642418384552
111,0.39887914061546326
112,0.33316570520401
113,0.3340786099433899
114,0.4240284562110901
115,0.3226838707923889
116,0.3916482627391815
117,0.3353225290775299
118,0.30937179923057556
119,0.4165773391723633
120,0.2477896511554718
121,0.4024448096752167
122,0.3006356358528137
123,0.32470929622650146
124,0.22337129712104797
125,0.3245556056499481
126,0.45941361784935
127,0.1967659890651703
128,0.23508693277835846
129,0.4483264684677124
130,0.3706289529800415
131,0.362257719039917
132,0.39023131132125854
133,0.2983042001724243
134,0.28812167048454285
135,0.21059924364089966
136,0.31157776713371277
137,0.3169608414173126
138,0.23588615655899048
139,0.28992265462875366
140,0.31602203845977783
141,0.35626906156539917
142,0.22827619314193726
