iteration,loss
1,0.9055952429771423
2,3.1623101234436035
3,2.147871255874634
4,1.263823390007019
5,0.9455655217170715
6,0.6434841752052307
7,0.9788930416107178
8,1.4421945810317993
9,1.1147147417068481
10,0.8303231000900269
11,0.651570200920105
12,0.7214829325675964
13,0.9931145906448364
14,0.7230299115180969
15,0.6941686868667603
16,0.7176299095153809
17,0.668431282043457
18,0.721377432346344
19,0.6736864447593689
20,0.6646041870117188
21,0.6588653326034546
22,0.7768757939338684
23,0.6746381521224976
24,0.6819934248924255
25,0.6946859359741211
26,0.7152733206748962
27,0.7537878751754761
28,0.7497164607048035
29,0.6278824806213379
30,0.6613581776618958
31,0.6977216601371765
32,0.6298417448997498
33,0.6298171281814575
34,0.72296142578125
35,0.6369501352310181
36,0.6776830554008484
37,0.6239577531814575
38,0.7705838680267334
39,0.6065434813499451
40,0.6270036101341248
41,0.6865059733390808
42,0.6979466080665588
43,0.6903425455093384
44,0.5785778760910034
45,0.6825825572013855
46,0.6173138618469238
47,0.6195791959762573
48,0.6152217388153076
49,0.6063863039016724
50,0.5742689371109009
51,0.7053664922714233
52,0.673451840877533
53,0.6362882852554321
54,0.8143414258956909
55,0.6307058930397034
56,0.5466896891593933
57,0.8699355721473694
58,0.5431238412857056
59,0.5534777641296387
60,0.8093564510345459
61,0.7039661407470703
62,0.5705224871635437
63,0.625381588935852
64,0.5591890811920166
65,0.5713293552398682
66,0.7027636170387268
67,0.6737664937973022
68,0.549688994884491
69,0.5588918328285217
70,0.5887150764465332
71,0.8593294024467468
72,0.5847889184951782
73,0.7824383974075317
74,0.5883891582489014
75,0.7707028985023499
76,0.6499611139297485
77,0.7439671754837036
78,1.3990792036056519
79,0.7444055080413818
80,0.6938863396644592
81,0.701079785823822
82,0.6794888377189636
83,0.6903667449951172
84,0.6894959807395935
85,0.7121460437774658
86,0.7633951902389526
87,0.7283466458320618
88,0.7119523882865906
89,0.7253056168556213
90,0.7499199509620667
91,0.6755118370056152
92,0.7119121551513672
93,0.7098991274833679
94,0.7212851643562317
95,0.6801267862319946
96,0.6779565811157227
97,0.6938204765319824
98,0.6701406836509705
99,0.7180546522140503
100,0.6581513285636902
101,0.7858726978302002
102,0.6614313125610352
103,0.7781128287315369
104,0.7169396877288818
105,0.6675444841384888
106,0.673264741897583
107,0.6779299974441528
108,0.6738741397857666
109,0.7252612709999084
110,0.6962060332298279
111,0.646849513053894
112,0.7132954001426697
113,0.6960833072662354
114,0.6668760776519775
115,0.7158800363540649
116,0.7106432914733887
117,0.6120089888572693
118,0.6029276251792908
119,0.5713896751403809
120,0.6621320247650146
121,0.6380473375320435
122,0.5753822326660156
123,0.6064548492431641
124,0.6059179306030273
125,0.6163686513900757
126,0.6285423040390015
