epoch,auc,loss
1,0.8420261947842831,0.2464410535991192
2,0.8925980644411614,0.21714860964566468
3,0.8523762885742269,0.30242951717227695
4,0.8844806693115984,0.27736065723001957
5,0.9145515512690692,0.24980854224413634
6,0.8891784664929201,0.29431634284555913
7,0.9094138543516873,0.25377672500908377
8,0.8895602662638402,0.28161808252334597
9,0.8832190700685579,0.2825371891260147
10,0.9026410584153649,0.2729694952955469
